time,accuracy
9.806955814361572,0.6688999533653259
17.14443325996399,0.8642001748085022
24.348052501678467,0.8882001042366028
31.41265034675598,0.9191998243331909
39.51884937286377,0.9302999377250671
47.000659465789795,0.937000036239624
54.51902747154236,0.9432999491691589
62.19221568107605,0.9477003216743469
69.3417329788208,0.9481998085975647
76.52565670013428,0.9581000804901123
83.75133013725281,0.9577999114990234
90.70288014411926,0.961899995803833
97.6510579586029,0.9649999737739563
104.61955761909485,0.9651997685432434
111.55882382392883,0.9685998558998108
118.5048439502716,0.9709998369216919
125.48145771026611,0.9692000150680542
132.4309844970703,0.9708999395370483
139.37501549720764,0.9726999998092651
146.31678247451782,0.9722999930381775
153.26589465141296,0.9759998917579651
160.22929286956787,0.9750001430511475
167.1882061958313,0.9736999869346619
174.1407995223999,0.9768999218940735
181.09036135673523,0.9762999415397644
188.05492639541626,0.9782997965812683
195.277987241745,0.97819983959198
202.37292575836182,0.978900134563446
209.483633518219,0.977199912071228
216.55677223205566,0.9784999489784241
223.6157784461975,0.9787998795509338
230.6500542163849,0.9793998599052429
237.69618844985962,0.9804999828338623
244.7346363067627,0.9799998998641968
251.74239301681519,0.9815999269485474
258.7179982662201,0.9815999865531921
265.69123554229736,0.9808000922203064
272.6768469810486,0.9809999465942383
279.67564058303833,0.9819998145103455
286.65834879875183,0.9808000922203064
293.664014339447,0.9814999103546143
300.6305606365204,0.9829999208450317
307.6694498062134,0.9825998544692993
314.71566128730774,0.9828999042510986
321.732412815094,0.9816998839378357
328.7985622882843,0.9832999110221863
335.83173537254333,0.983199954032898
342.9045181274414,0.9823999404907227
349.958153963089,0.9832000732421875
356.9890820980072,0.9842000603675842
364.0369074344635,0.9841999411582947
371.09168100357056,0.9850999712944031
378.11841917037964,0.9841998815536499
385.16806411743164,0.9835999608039856
392.213730096817,0.9839999079704285
399.2090060710907,0.9831998348236084
406.2137086391449,0.9830999374389648
413.1743788719177,0.9843999743461609
420.13913130760193,0.9842999577522278
427.13474011421204,0.984299898147583
434.1423761844635,0.9838999509811401
441.13691234588623,0.9856000542640686
448.12920928001404,0.983799934387207
455.1722776889801,0.9850999116897583
462.16284680366516,0.9859999418258667
469.17452216148376,0.9855000376701355
476.1912410259247,0.9853999614715576
483.300030708313,0.9858001470565796
490.34199047088623,0.9854998588562012
497.3604745864868,0.9849001169204712
504.3556261062622,0.9850999712944031
511.3363070487976,0.9850999712944031
518.3725728988647,0.9857001304626465
525.3827040195465,0.985200047492981
532.3925206661224,0.9853000640869141
539.3570506572723,0.9862998723983765
546.2560195922852,0.9852998852729797
553.1617114543915,0.9853999614715576
560.0496950149536,0.9856999516487122
566.9494035243988,0.9863000512123108
573.8528125286102,0.9863000512123108
580.7564935684204,0.9858000874519348
587.652587890625,0.9863001108169556
594.543365240097,0.9857000708580017
601.4946238994598,0.9858000874519348
608.4471499919891,0.9867000579833984
615.4084100723267,0.9856001138687134
622.3650231361389,0.9864999055862427
629.3403487205505,0.9860999584197998
636.4527196884155,0.9869000315666199
643.496414899826,0.9856000542640686
650.5587296485901,0.9856998920440674
657.6177363395691,0.9862999320030212
664.5823781490326,0.9860999584197998
671.5284299850464,0.9853999018669128
678.4917981624603,0.9863001704216003
685.421178817749,0.9863000512123108
692.3718297481537,0.9863999485969543
699.3302261829376,0.9864000678062439
707.4716994762421,0.9864001274108887
714.7431490421295,0.9866999387741089
722.0203790664673,0.9852999448776245
729.4078650474548,0.9863999485969543
736.9363911151886,0.9866000413894653
744.651261806488,0.9869000315666199
752.5242590904236,0.987000048160553
760.445228099823,0.9864999055862427
768.2584733963013,0.9868000745773315
775.971263885498,0.9861999154090881
783.558121919632,0.9873999357223511
791.2337548732758,0.9864999651908875
798.9917440414429,0.986599862575531
806.8600780963898,0.9866999387741089
814.5820989608765,0.9860000610351562
822.4971237182617,0.987000048160553
830.2410700321198,0.9862000942230225
837.9880208969116,0.9876000285148621
845.8481500148773,0.9878999590873718
853.713235616684,0.9883000254631042
861.5845873355865,0.988300085067749
869.4054729938507,0.9880000352859497
877.3501982688904,0.9884001016616821
885.0606732368469,0.9881999492645264
892.9938452243805,0.9878000617027283
900.7177138328552,0.9878000617027283
908.3648905754089,0.9876999258995056
915.9938530921936,0.9876000285148621
923.89093708992,0.9877999424934387
931.6970596313477,0.9868999123573303
938.7318739891052,0.9880000948905945
945.7938811779022,0.987000048160553
952.7496020793915,0.9875000715255737
